"id","time_created","planter_id","image_url","lat","lon","gps_accuracy","token_id"
995623,"2020-11-12 07:34:26",5842,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.45_8.441328333333333_-13.182096666666666_404368c5-1660-4069-9ff8-680fd3c00cb6_IMG_20201112_073346_2759219257301160263.jpg","8.451328333333334","-13.172096666666665",1,NULL
995589,"2020-11-12 07:35:05",5866,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.46_8.441284999999999_-13.182116666666666_4fc613f4-8fc4-4d8b-9205-0b970c5a8507_IMG_20201112_073433_3936093707574572384.jpg","8.451285","-13.172116666666664",1,NULL
995578,"2020-11-12 07:35:51",5859,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.47_8.441311666666667_-13.182103333333336_d9250a83-f52f-432f-b028-9284e5cd0141_IMG_20201112_073512_7330925750119473677.jpg","8.451311666666669","-13.172103333333334",1,NULL
995616,"2020-11-12 07:36:25",5832,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.48_8.441313333333333_-13.182093333333334_718dc1d1-626e-4e2b-b090-c97998cbd3a4_IMG_20201112_073558_6748638986468296812.jpg","8.451313333333335","-13.172093333333333",1,NULL
995586,"2020-11-12 07:37:41",5855,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.49_8.4413_-13.18211_4a768dfa-02e6-40c1-a3be-7833ad1b8747_IMG_20201112_073651_1753196412480445605.jpg","8.451300000000002","-13.172109999999998",1,NULL
997658,"2020-11-12 07:38:37",5833,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.50_8.441281666666667_-13.182093333333334_92f16d39-48cb-4c56-82b4-751aaac7ecb8_IMG_20201112_073807_8616504285292910270.jpg","8.451281666666668","-13.172093333333333",1,"83208f1c-d647-4a5a-a7b7-125e24d29554"
992730,"2020-11-12 07:39:26",5859,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.51_8.4413_-13.182098333333332_c5d41ef9-0397-40d4-a4be-fdaba97dc215_IMG_20201112_073846_7287685074838273754.jpg","8.451300000000002","-13.17209833333333",1,NULL
995665,"2020-11-12 07:40:00",5865,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.52_8.441273333333333_-13.182080000000001_f76f9982-7ab6-4f09-be4e-443126c3cf4a_IMG_20201112_073934_1646401306243645889.jpg","8.451273333333335","-13.17208",2,NULL
995608,"2020-11-12 07:40:45",5849,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.53_8.441266666666667_-13.182076666666667_745c4745-30e6-4add-ba60-bd82ac8e0e94_IMG_20201112_074011_7523812473140917618.jpg","8.451266666666669","-13.172076666666666",1,NULL
995644,"2020-11-12 07:41:26",5842,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.54_8.441291666666666_-13.182071666666666_75aa9af1-2d99-49ae-b0b4-4c73187fcd39_IMG_20201112_074050_1023259494328394198.jpg","8.451291666666668","-13.172071666666664",1,NULL
995661,"2020-11-12 07:42:21",5870,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.55_8.441291666666666_-13.182101666666664_dc25a81e-f2ae-407a-bbc0-c467cf755680_IMG_20201112_074136_2161614199046031937.jpg","8.451291666666668","-13.172101666666663",1,NULL
995649,"2020-11-12 07:43:26",5849,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.56_8.441283333333333_-13.182105000000002_1f78eaf3-5017-4e33-a6d0-3ca1777f069d_IMG_20201112_074233_1437856327073080008.jpg","8.451283333333334","-13.172105",1,NULL
1672365,"2020-11-12 07:44:11",22695,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.57_8.441271666666667_-13.182111666666666_84edf147-fc14-468b-bba9-2b9adf075b17_IMG_20201112_074337_7624349018226895015.jpg","8.451271666666669","-13.172111666666664",1,"f3a4ee4e-d7f4-46a4-9a22-b94ac2d817d8"
995590,"2020-11-12 07:45:26",5876,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.58_8.441275_-13.182115_3570ce68-e997-492e-ba9d-1e2836a32b40_IMG_20201112_074450_4425440526131974936.jpg","8.451275","-13.172114999999998",1,NULL
995597,"2020-11-12 07:46:10",5854,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.41.59_8.44126_-13.182099999999998_f52f422a-4937-4f30-a029-18777b941f7a_IMG_20201112_074537_785580959752034956.jpg","8.451260000000001","-13.172099999999997",1,NULL
995488,"2020-11-12 07:47:32",5857,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.00_8.441275_-13.182096666666666_a0e5d4c5-f67f-4d9a-b22e-b80a3c424e9d_IMG_20201112_074658_8426113191183443790.jpg","8.451275","-13.172096666666665",1,NULL
995655,"2020-11-12 07:49:30",5859,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.01_8.441335_-13.182143333333332_8bbedf74-7d33-492d-af95-834bcdf2357d_IMG_20201112_074900_812045806040192954.jpg","8.451335000000002","-13.17214333333333",1,NULL
992732,"2020-11-12 07:50:10",5848,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.02_8.441333333333334_-13.182123333333333_c85b36a5-e018-47cf-be2d-f4e8c9512c16_IMG_20201112_074944_8922671076537477784.jpg","8.451333333333336","-13.172123333333332",1,NULL
995607,"2020-11-12 07:50:57",5873,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.03_8.441336666666666_-13.182128333333333_72c007ef-be2c-4009-ba45-5b85a9ff5145_IMG_20201112_075022_3603644048585666855.jpg","8.451336666666668","-13.172128333333331",1,NULL
995654,"2020-11-12 07:51:52",5856,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.04_8.441325_-13.182120000000001_75a65d5e-91a0-4c0c-ad88-dface8ee3bbb_IMG_20201112_075112_6716307765361722915.jpg","8.451325000000002","-13.17212",1,NULL
995599,"2020-11-12 07:52:46",5868,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.05_8.441338333333334_-13.182125000000001_58c21ebd-2037-4de3-89fe-5a529648d0eb_IMG_20201112_075209_1280226616026796679.jpg","8.451338333333336","-13.172125",1,NULL
995579,"2020-11-12 07:53:32",5852,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.06_8.441333333333334_-13.182158333333332_6acaba08-4e88-4051-837a-66a954529c0d_IMG_20201112_075300_2545656939001502945.jpg","8.451333333333336","-13.17215833333333",1,NULL
995648,"2020-11-12 07:54:15",5846,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.07_8.441323333333335_-13.182141666666666_42b0f1d9-a349-4f2c-b554-0c2637df1935_IMG_20201112_075345_5334655170466413492.jpg","8.451323333333336","-13.172141666666665",1,NULL
995609,"2020-11-12 07:55:18",5834,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.08_8.441333333333334_-13.182136666666668_1e37b5b5-34d8-4739-830c-88ba733fe489_IMG_20201112_075428_8005576225008065543.jpg","8.451333333333336","-13.172136666666667",1,NULL
995660,"2020-11-12 07:56:25",5830,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.09_8.441333333333334_-13.182150000000002_05fde3d3-500e-438c-a89b-2e9f734bbc38_IMG_20201112_075540_3070118353093444288.jpg","8.451333333333336","-13.17215",1,NULL
995598,"2020-11-12 07:57:06",5862,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.09_8.44134_-13.182129999999999_ec799417-a75b-44c9-a3f7-288d744b456c_IMG_20201112_075634_5651609483294352472.jpg","8.451340000000002","-13.172129999999997",1,NULL
995580,"2020-11-12 07:59:17",5868,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.10_8.441316666666667_-13.182138333333334_830764bf-3299-4fa2-9fe1-4190477b5460_IMG_20201112_075824_6162884953966142679.jpg","8.451316666666669","-13.172138333333333",1,NULL
995584,"2020-11-12 08:00:19",5852,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.11_8.441325_-13.182143333333332_e0f6f0ba-9d7f-4b2f-b47e-bccc434224d5_IMG_20201112_075932_5857522632609067044.jpg","8.451325000000002","-13.17214333333333",1,NULL
987607,"2020-11-12 08:01:51",5840,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.12_8.441318333333333_-13.182153333333334_2d4b02d5-389d-4731-9491-df8f17dad6c1_IMG_20201112_080121_2146232652616434956.jpg","8.451318333333335","-13.172153333333332",1,NULL
995647,"2020-11-12 08:02:32",5869,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.13_8.441323333333335_-13.182173333333333_13219b8e-0074-4e40-9c0c-61b4051ba159_IMG_20201112_080204_5422991409121073678.jpg","8.451323333333336","-13.172173333333332",1,NULL
995591,"2020-11-12 08:03:25",5834,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.14_8.441325_-13.182166666666667_6afd2a42-4a34-437e-81bb-c22650b2c3c6_IMG_20201112_080241_3971053606373391180.jpg","8.451325000000002","-13.172166666666666",1,NULL
995585,"2020-11-12 08:04:05",5842,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.14_8.441333333333334_-13.182128333333333_1d6c4c8d-badd-4cb5-a328-847418dc1789_IMG_20201112_080335_6656276981072877425.jpg","8.451333333333336","-13.172128333333331",1,NULL
995646,"2020-11-12 08:04:48",5866,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.15_8.441326666666667_-13.182151666666668_03be461c-a032-4fac-8d35-3d67ee9874bb_IMG_20201112_080420_3287863960499818374.jpg","8.451326666666668","-13.172151666666666",1,NULL
995588,"2020-11-12 08:05:42",5857,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.16_8.4413_-13.182131666666665_a942a6f7-c671-49ea-9ac1-31a40bda0b5b_IMG_20201112_080501_17832767382929981.jpg","8.451300000000002","-13.172131666666663",1,NULL
995587,"2020-11-12 08:06:42",5874,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.17_8.441311666666667_-13.182141666666666_26708d12-8d4c-4f18-ab39-bfc3655db4a5_IMG_20201112_080607_3829341691007724650.jpg","8.451311666666669","-13.172141666666665",1,NULL
995592,"2020-11-12 08:09:07",5839,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.18_8.4413_-13.18218_eafc3a55-318c-4c91-af18-318bec1b76da_IMG_20201112_080839_4710835719903908936.jpg","8.451300000000002","-13.172179999999999",1,NULL
995582,"2020-11-12 08:09:37",5859,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.19_8.441311666666667_-13.182161666666666_87f7f008-cca6-467f-aa15-6d6fd0b77850_IMG_20201112_080912_2758816166146381878.jpg","8.451311666666669","-13.172161666666664",1,NULL
995610,"2020-11-12 08:10:18",5836,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.21_8.441288333333334_-13.182131666666665_3f0934c8-b487-40c4-87c3-79e81e99fe67_IMG_20201112_080950_2156116965162279779.jpg","8.451288333333336","-13.172131666666663",1,NULL
995652,"2020-11-12 08:11:35",5874,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.22_8.441283333333333_-13.182138333333334_fb7a808e-59c5-4ee7-9bcf-b0e007a53d89_IMG_20201112_081054_2132388163254032189.jpg","8.451283333333334","-13.172138333333333",1,NULL
1672289,"2020-11-12 08:12:19",22688,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.23_8.441308333333334_-13.182161666666666_3b1019e3-158d-4259-a5d3-fd80ce7df265_IMG_20201112_081152_8275705117801542059.jpg","8.451308333333335","-13.172161666666664",1,"d8621d47-6192-4def-87e7-bf0f7f8f1ba3"
995622,"2020-11-12 08:14:05",5863,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.24_8.441303333333334_-13.182108333333334_56a01bda-a0ea-4aca-a676-dc1744514c58_IMG_20201112_081323_6121335906145850407.jpg","8.451303333333335","-13.172108333333332",1,NULL
995594,"2020-11-12 08:14:38",5871,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.25_8.441278333333335_-13.182105000000002_ad7970fd-6444-426a-a74b-2bdda05759f0_IMG_20201112_081410_5972102548469819120.jpg","8.451278333333336","-13.172105",1,NULL
995666,"2020-11-12 08:15:11",5870,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.26_8.44129_-13.182115_87fa8e4e-0ebf-4959-b600-c369a3c822c2_IMG_20201112_081440_5333663862443486378.jpg","8.451290000000002","-13.172114999999998",1,NULL
995601,"2020-11-12 08:17:23",5846,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.27_8.441273333333333_-13.182141666666666_065c48b5-dff4-4274-8a92-2ba9f3b35f6b_IMG_20201112_081637_6495682189563132010.jpg","8.451273333333335","-13.172141666666665",1,NULL
995614,"2020-11-12 08:16:34",5867,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.27_8.44129_-13.182146666666664_167c0e0d-f9a0-4b4f-b412-8c5339b52b9c_IMG_20201112_081604_1126417745084774966.jpg","8.451290000000002","-13.172146666666663",1,NULL
995593,"2020-11-12 08:18:06",5835,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.28_8.44128_-13.182131666666665_543ebfde-ef64-4b57-9296-04f9291819aa_IMG_20201112_081736_6304063630326260744.jpg","8.451280000000002","-13.172131666666663",1,NULL
987617,"2020-11-12 08:19:23",5861,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.29_8.441265_-13.182129999999999_8c605cc8-96a7-4ed8-ab0d-583b5082fe9a_IMG_20201112_081809_2684356323901880807.jpg","8.451265000000001","-13.172129999999997",1,NULL
995600,"2020-11-12 08:20:18",5839,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.30_8.441273333333333_-13.182123333333333_2938dbd1-48e2-460e-8aec-42e0e4131d16_IMG_20201112_081947_8716866040530391713.jpg","8.451273333333335","-13.172123333333332",1,NULL
995618,"2020-11-12 08:20:59",5848,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.30_8.441273333333333_-13.182131666666665_5aca5e8c-fc82-4d17-b96d-28c8842f6ca7_IMG_20201112_082031_336046969936377718.jpg","8.451273333333335","-13.172131666666663",1,NULL
1672287,"2020-11-12 08:21:58",22672,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.31_8.441261666666666_-13.182136666666668_4c79b469-6e17-4dab-853d-841822f7b775_IMG_20201112_082117_7918392019014733401.jpg","8.451261666666667","-13.172136666666667",1,"04c87ae8-3400-43ea-8ffd-1d4a670ba595"
995659,"2020-11-12 08:24:34",5843,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.32_8.44126_-13.182111666666666_79f69778-d564-4133-a597-013eef5ac5a6_IMG_20201112_082347_2691693679458476059.jpg","8.451260000000001","-13.172111666666664",1,NULL
995595,"2020-11-12 08:23:43",5831,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.32_8.441278333333335_-13.182133333333335_fbe40ea8-90d4-4beb-8647-b79eee8494cb_IMG_20201112_082319_14330674015681928.jpg","8.451278333333336","-13.172133333333333",1,NULL
995662,"2020-11-12 08:43:38",5841,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.33_8.441266666666667_-13.182129999999999_611fab95-d417-4730-909f-7d174dffae2b_IMG_20201112_084314_3928217397427472223.jpg","8.451266666666669","-13.172129999999997",1,NULL
987625,"2020-11-12 08:44:20",5840,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.34_8.44128_-13.182141666666666_50f8dcbb-4f12-4645-831d-d7b919717ca5_IMG_20201112_084341_191460244405330787.jpg","8.451280000000002","-13.172141666666665",1,NULL
995619,"2020-11-12 08:46:00",5838,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.35_8.441265_-13.182171666666667_c59f6e21-8fae-4850-a135-ecd9f9624957_IMG_20201112_084529_4030623238124018293.jpg","8.451265000000001","-13.172171666666666",1,NULL
995611,"2020-11-12 08:45:02",5846,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.35_8.441271666666667_-13.182170000000001_96958b53-f7c9-4381-9d96-858ffcccbaf7_IMG_20201112_084421_6492708937336097469.jpg","8.451271666666669","-13.17217",1,NULL
1672288,"2020-11-12 08:46:45",22672,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.36_8.441268333333333_-13.182181666666668_95ddc182-dd24-43d8-914b-a3525d677723_IMG_20201112_084602_4287056594045046937.jpg","8.451268333333335","-13.172181666666667",1,"05ec4923-f300-4a97-8a69-e20c70f6c4ad"
987612,"2020-11-12 08:47:35",5831,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.37_8.44128_-13.182178333333331_15f5e381-883e-4f65-8c49-ae1cf7fe4d77_IMG_20201112_084700_2911519343551539931.jpg","8.451280000000002","-13.17217833333333",1,NULL
997646,"2020-11-12 08:48:25",5854,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.38_8.441298333333332_-13.182161666666666_a3a6c377-5991-443b-bbb6-9a11ba065c73_IMG_20201112_084802_6101168714841071623.jpg","8.451298333333334","-13.172161666666664",1,"65ee0c5d-99cd-496e-b651-cebb8159c2bf"
997643,"2020-11-12 08:49:19",5835,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.39_8.441256666666668_-13.18218_4e925814-4d67-47ac-bf12-13799a08b266_IMG_20201112_084851_7377590654222483603.jpg","8.45125666666667","-13.172179999999999",1,"cfad0198-c069-431e-8b4e-b990dff750f4"
1672306,"2020-11-12 08:50:17",22686,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.39_8.441271666666667_-13.182176666666665_64c9a4e3-956b-4ec9-ad9b-2e17f1730514_IMG_20201112_084935_722692776369370365.jpg","8.451271666666669","-13.172176666666664",1,"fa3a1896-9ba2-4701-b6d7-c2e408d36763"
987616,"2020-11-12 08:51:12",5857,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.40_8.441251666666666_-13.182166666666667_9dbc2d9a-5291-4849-9ee2-3d2317c7bd73_IMG_20201112_085031_9110704065148046116.jpg","8.451251666666668","-13.172166666666666",1,NULL
993570,"2020-11-12 08:51:51",5842,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.41_8.441275_-13.182161666666666_a1331539-85d7-46f5-a737-fa576d4ae18a_IMG_20201112_085124_2330764226468603608.jpg","8.451275","-13.172161666666664",1,NULL
987624,"2020-11-12 08:52:27",5847,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.42_8.441265_-13.1822_2ccdda4b-521d-4e3f-88ef-bb59de93ccc4_IMG_20201112_085155_4387669728635395049.jpg","8.451265000000001","-13.172199999999998",1,NULL
1672291,"2020-11-12 08:53:12",22681,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.44_8.441236666666667_-13.182189999999999_a4819c96-6066-42b6-9236-d27341a136d9_IMG_20201112_085232_874617297369135200.jpg","8.451236666666668","-13.172189999999997",1,"373bf83c-3d1d-4850-b15a-fabd2224578c"
995650,"2020-11-12 08:54:12",5840,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.47_8.441245_-13.182191666666665_a0c0857d-bd26-47ad-89c0-a5916cec1c6f_IMG_20201112_085345_5865306137770202032.jpg","8.451245000000002","-13.172191666666663",1,NULL
1672305,"2020-11-12 08:54:53",22661,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.49_8.441268333333333_-13.182173333333333_a9209402-ccb8-46b1-bd79-e503e7f181da_IMG_20201112_085422_7027623231655895051.jpg","8.451268333333335","-13.172173333333332",1,"a4f80886-a80e-4a85-9b25-88a3b213f680"
995657,"2020-11-12 08:55:52",5860,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.52_8.44126_-13.182178333333331_00d61782-8f11-4fe7-9b46-4e87ae99dd0b_IMG_20201112_085527_9144072202594259602.jpg","8.451260000000001","-13.17217833333333",1,NULL
995664,"2020-11-12 08:57:02",5844,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.54_8.441256666666668_-13.182166666666667_73642b49-cae7-48a2-a474-08fcba1edfae_IMG_20201112_085629_6263470566271413313.jpg","8.45125666666667","-13.172166666666666",1,NULL
995617,"2020-11-12 08:57:44",5839,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.56_8.441251666666666_-13.182161666666666_3551060e-41ec-4881-802c-fc37a4fcb5c2_IMG_20201112_085710_7351809215074942782.jpg","8.451251666666668","-13.172161666666664",1,NULL
987614,"2020-11-12 08:58:36",5846,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.58_8.441225_-13.182165000000001_ca85f2bf-49ea-4d82-98a7-5f1214b83769_IMG_20201112_085757_1530156580008476004.jpg","8.451225","-13.172165",1,NULL
1672293,"2020-11-12 08:59:39",22691,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.42.59_8.441255_-13.182148333333336_c321ba35-6a93-4cc2-9325-660ffc3f6486_IMG_20201112_085914_8734260196971025268.jpg","8.451255000000002","-13.172148333333334",1,"f670b5fc-dcc8-4327-b634-85ffbeef1f28"
995620,"2020-11-12 09:00:18",5833,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.43.00_8.441241666666667_-13.18214_e6ba55c8-c269-4ca3-9706-1de1938f54c8_IMG_20201112_085956_8039215660212511693.jpg","8.451241666666668","-13.172139999999999",1,NULL
997642,"2020-11-12 09:01:16",5842,"https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2020.11.12.14.43.02_8.441278333333335_-13.182151666666668_a7b19238-2962-4990-a6e2-69af27ca8396_IMG_20201112_090050_2485711415102889050.jpg","8.451278333333336","-13.172151666666666",1,"362ea79b-103e-4f58-ae74-395103a359d9"
